"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"64"	4	1	1	3	4	2	1	2	1	1	3	1	1	2	2	4	4	1	2	1	4	4	4	2	1	1	1	1	1	1	1	3	1	4	1	1	1	4	1	1	4	1	1	1	2	2	4	2	4	4	2	1	1	1	1	3	1	1	2	1	1	4	3	1	2	4	4	3	4	4	4	3	3	1	2	2	3	4	2	1	4	2	4	3	1	4	1	1	2	1	1	1	1	2	1	2	1	3	1	1
"65"	2	2	3	4	2	2	1	1	1	1	1	1	3	1	2	1	1	4	4	2	1	4	3	1	1	1	1	1	1	1	2	2	2	4	1	1	1	1	1	1	2	2	1	2	4	1	2	1	1	2	2	1	1	2	1	3	1	1	1	1	2	4	1	1	1	4	1	3	1	1	2	1	1	1	3	2	1	1	1	1	2	2	1	1	2	1	2	1	4	2	1	2	1	4	4	1	3	1	2	1
"66"	1	2	1	1	3	4	1	1	4	1	2	1	1	2	1	1	1	3	4	1	4	1	2	1	1	4	1	1	1	2	1	2	2	3	1	3	1	1	3	1	3	4	1	1	2	1	2	1	1	2	1	1	1	3	4	1	3	1	1	2	1	1	2	2	1	1	1	2	1	3	1	3	1	1	1	3	1	3	1	2	1	1	1	1	1	1	2	4	2	1	1	1	1	1	4	1	4	2	2	1
"67"	1	2	2	3	3	1	1	4	1	1	3	1	1	1	2	2	3	1	4	1	3	4	2	4	1	1	1	1	2	1	1	2	1	4	1	4	1	3	2	1	3	4	2	1	4	1	2	1	3	4	1	1	1	1	3	2	1	1	3	2	1	2	1	4	1	1	1	4	1	3	4	3	2	1	1	3	1	1	1	1	2	2	1	1	2	1	4	2	3	2	1	2	2	1	1	2	1	3	1	1
"68"	2	2	4	1	1	2	1	2	1	1	3	1	4	2	2	2	1	1	1	2	1	3	2	4	1	3	1	1	1	1	1	3	2	3	1	2	4	2	2	1	3	2	1	2	2	2	1	3	1	1	1	2	1	3	1	3	1	1	2	1	1	2	1	1	1	2	1	2	1	1	4	3	1	1	4	1	1	3	3	3	3	2	3	1	3	1	1	3	4	2	1	1	1	2	1	2	4	2	4	1
"69"	1	1	1	3	2	2	1	2	2	4	1	1	1	2	4	1	3	2	1	1	1	2	2	4	1	1	1	1	1	1	1	1	2	4	1	2	4	1	1	1	1	2	2	1	4	2	2	2	1	2	1	1	1	1	1	2	1	1	2	2	3	1	2	2	1	1	1	1	2	1	4	3	1	2	1	3	2	2	2	1	3	1	3	3	1	1	1	2	4	2	4	1	1	2	1	2	1	1	1	2
"70"	4	2	2	2	4	2	1	2	2	1	4	1	1	1	1	1	2	1	1	1	1	1	2	4	1	1	1	2	1	1	1	1	1	2	4	3	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	3	4	1	1	1	1	1	2	1	1	4	1	1	1	1	4	1	1	2	1	3	1	3	1	1	3	1	1	1	2	1	3	4	4	4	1	1	3	1	2
"71"	4	2	1	2	4	2	1	1	1	1	1	1	3	1	2	3	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	4	1	1	1	2	2	2	1	2	1	1	3	1	1	1	2	1	1	4	1	1	1	1	2	1	2	1	1	4	1	1	1	4	2	4	4	1	1	1	1	1	1	4	1	1	2	1	2	4	4	1	1	4	2	1	1	1	2	1	1	2	1	3	2	1
"72"	4	3	2	1	4	1	1	2	4	1	2	2	2	2	2	1	2	3	1	1	4	1	2	1	1	1	1	1	2	2	3	2	1	2	2	1	2	4	1	1	2	2	1	1	2	1	3	2	1	1	1	1	1	4	2	2	1	1	2	3	3	4	1	3	1	2	1	1	2	3	2	3	1	1	2	1	2	3	2	3	3	1	1	1	1	3	1	1	3	1	3	1	1	2	1	1	1	1	1	1
"73"	2	1	1	4	4	2	1	1	4	1	3	1	2	1	2	1	1	1	1	2	2	1	2	3	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	2	3	3	2	1	3	2	4	1	1	3	1	4	1	1	2	1	1	4	1	3	1	1	2	2	1	1	4	3	2	2	4	1	1	4	2	1	2	1	3	1	3	1	1	2	4	1	1	2	2	2	1	2	1	2	2	1
"74"	1	1	3	1	1	1	1	1	4	4	2	2	1	1	2	1	1	1	4	2	3	3	2	1	1	1	1	1	1	2	1	1	1	3	4	1	1	2	3	1	3	2	1	2	3	1	2	3	1	1	1	1	1	1	4	2	1	2	2	2	1	4	2	1	4	4	1	2	4	4	1	3	1	4	1	3	1	2	1	4	4	1	1	4	4	1	2	2	4	1	1	1	1	2	3	2	1	1	2	2
"75"	4	1	1	4	1	1	1	4	1	1	2	1	1	1	1	1	2	3	3	1	1	1	3	4	1	1	1	2	2	1	2	2	1	2	1	2	4	2	3	2	4	1	2	2	2	1	1	1	1	2	2	3	1	2	1	1	1	1	1	4	1	2	2	3	1	2	1	1	2	1	1	3	1	1	1	3	1	3	1	1	3	1	2	4	3	1	1	2	2	2	3	2	1	2	1	1	1	3	4	1
"76"	2	2	1	1	4	1	1	3	4	1	2	2	4	2	2	2	1	1	1	1	1	1	2	3	1	1	1	1	1	4	1	1	1	2	1	1	1	1	2	1	3	3	1	1	2	1	3	2	1	1	1	1	1	1	3	1	1	1	2	2	3	4	1	1	2	3	1	1	1	1	1	3	2	1	1	4	1	1	1	1	2	1	4	2	1	1	1	1	3	2	1	1	4	2	2	1	3	1	1	1
"77"	4	1	1	1	1	2	1	4	1	3	1	1	3	3	1	1	4	3	4	1	2	2	1	2	1	1	1	1	1	1	1	4	3	1	1	4	2	2	2	4	3	4	1	2	2	1	3	1	4	1	1	1	1	2	1	2	1	2	2	1	2	4	2	3	1	1	1	2	1	1	4	1	1	4	2	1	1	2	2	1	2	4	4	3	3	1	1	3	4	1	3	2	2	1	1	2	1	1	3	1
"78"	4	1	1	2	4	3	1	3	1	1	1	1	2	2	1	2	1	4	1	1	1	2	2	3	1	1	1	1	2	2	2	2	1	2	1	1	4	1	2	1	2	1	1	2	2	1	1	1	3	1	1	1	1	1	3	1	1	2	1	2	3	1	2	4	1	1	2	2	1	1	4	3	1	3	1	2	3	4	1	1	2	2	2	1	1	1	2	2	4	2	1	3	1	4	4	4	1	1	1	1
"79"	1	2	4	1	1	2	1	2	4	3	2	1	3	2	1	1	1	4	3	1	1	2	2	1	1	1	1	1	1	1	2	2	2	4	1	1	4	1	1	2	4	2	1	2	2	1	4	1	2	1	2	3	1	2	1	1	1	1	1	4	2	2	2	1	1	1	1	2	1	2	4	3	4	1	1	3	1	1	1	1	1	2	3	1	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1
"80"	1	2	2	1	2	2	2	4	1	1	3	2	1	2	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	3	2	3	4	4	2	2	2	2	1	1	1	1	1	2	1	1	4	1	3	1	1	2	2	1	1	1	1	2	1	1	4	2	4	4	3	1	1	1	1	1	4	2	4	2	1	4	2	2	1	1	2	2	2	1	1	1	2	1	1	1	4	2	1
"81"	2	1	3	1	4	1	1	2	4	1	2	2	2	2	1	2	1	3	1	1	1	2	2	4	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	2	3	2	1	1	1	2	2	1	3	2	1	1	2	2	1	3	1	2	2	4	1	2	1	4	1	4	1	2	4	1	2	3	4	1	1	1	1	3	1	2	2	2	1	4	4	1	3	4	3	2	1	2	1	1	1	3	3	1	4	1
"82"	1	2	1	1	2	3	1	1	3	1	1	4	1	1	2	1	1	1	4	1	4	1	2	4	1	1	1	1	1	4	1	2	2	3	1	2	1	4	4	1	1	3	1	2	1	1	2	1	1	2	1	1	1	2	4	2	1	2	4	1	1	4	1	1	2	1	1	4	3	1	1	2	1	1	1	1	1	1	1	1	2	1	4	3	1	1	2	2	2	1	1	1	1	2	3	2	1	2	1	1
"83"	1	1	3	3	2	4	1	1	4	1	2	3	4	2	3	3	1	1	4	1	4	4	2	3	1	1	1	1	1	4	2	2	1	4	1	1	1	2	1	1	3	3	2	1	1	4	3	1	1	1	2	2	1	1	2	1	1	2	1	4	1	1	1	1	1	2	4	4	2	2	1	3	1	1	1	3	1	1	1	4	2	1	3	4	2	1	1	1	4	2	1	2	2	1	1	2	1	3	3	4
"84"	4	1	2	3	2	1	1	1	4	3	3	1	1	4	2	1	1	3	1	1	2	4	2	2	1	4	1	1	3	2	2	1	1	2	1	2	4	1	2	1	4	2	2	1	1	1	4	1	4	1	2	1	1	2	3	1	1	1	2	4	3	1	2	2	1	2	1	4	1	1	4	3	1	2	2	1	1	1	1	4	3	2	3	1	2	1	1	1	4	1	1	1	2	1	1	4	1	1	1	1
"85"	4	1	3	1	2	4	1	2	4	1	2	1	2	2	1	2	2	3	1	1	1	1	2	3	1	1	1	1	3	2	3	2	1	3	1	4	2	2	1	2	3	2	2	4	2	4	1	1	4	1	1	1	1	4	1	1	1	1	1	1	3	4	2	4	1	2	2	2	1	1	3	1	2	1	1	4	1	1	1	2	2	2	4	1	2	1	3	2	2	4	1	1	2	2	1	1	1	3	4	1
"86"	1	1	3	1	2	2	1	1	2	1	1	1	4	2	3	1	1	3	1	1	4	2	2	3	1	1	1	1	1	4	2	3	1	4	1	2	1	3	1	1	4	2	2	2	1	2	2	1	2	2	2	1	1	1	1	3	1	2	2	1	2	2	4	4	1	3	4	3	1	1	4	3	1	4	1	3	1	4	2	1	3	1	3	3	1	1	2	1	3	1	1	2	1	2	4	1	3	3	2	1
"87"	1	1	1	1	4	4	1	2	2	1	3	1	2	2	2	1	1	3	1	1	1	3	2	3	1	1	1	1	1	2	1	2	1	2	1	3	1	1	4	2	1	2	1	1	2	1	1	1	3	1	2	1	1	1	1	2	1	2	2	4	1	2	1	1	2	1	1	2	2	3	1	2	1	1	1	4	1	3	1	1	2	1	1	1	3	1	1	2	1	1	1	3	3	1	4	2	1	3	2	2
"88"	1	4	2	2	1	4	1	4	4	1	1	1	1	2	4	1	1	1	1	1	1	2	2	2	2	2	1	1	1	4	1	1	3	3	1	4	2	1	2	3	3	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	2	2	2	3	2	2	3	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	3	1	3	1	1	1	1	2	3	2	4	1	2	1	2	2	1	1	4	1
"89"	4	3	2	2	2	2	1	2	2	1	4	1	1	2	2	1	1	2	1	4	2	1	2	2	1	1	1	4	1	1	1	2	1	3	1	1	1	2	1	2	2	2	1	1	2	1	3	2	1	3	2	1	1	2	1	1	1	2	2	4	1	2	3	1	2	2	1	4	1	4	2	2	4	1	1	3	1	1	1	1	2	1	4	3	4	1	1	2	2	4	1	2	1	4	3	1	1	2	4	1
"90"	4	1	1	3	2	3	1	1	1	3	3	1	1	2	1	3	1	1	3	1	3	1	2	3	2	4	1	1	1	1	2	1	2	2	1	4	1	4	1	1	1	2	1	1	3	1	3	1	1	1	2	2	1	3	3	1	3	3	2	1	1	1	2	3	2	2	2	2	1	1	4	3	1	1	1	1	3	3	1	4	2	1	4	1	3	1	1	2	3	2	1	1	2	1	4	2	3	1	1	3
"91"	4	1	1	3	1	4	1	2	4	1	3	2	4	2	1	1	1	1	3	2	1	1	3	1	1	1	1	1	2	3	1	1	1	4	1	1	3	1	1	1	3	1	1	1	2	2	2	1	1	4	1	2	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	2	4	1	4	2	1	1	1	3	1	3	1	1	2	2	1	4	3	1	1	1	3	1	3	1	1	1	4	1	1	3	1	1
"92"	1	2	1	2	1	1	1	1	2	1	2	2	1	3	2	1	1	3	1	1	1	2	2	4	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	3	2	1	1	2	1	2	1	4	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	2	1	4	2	2	1	1	1	2	3	4	1	1	2	3	3	1	2	4	1	1	3	1	2	1	1	1	1	1	1	1	1	3	4	2
"93"	1	1	2	1	1	1	1	2	1	1	1	1	3	3	1	2	2	1	1	1	4	4	4	3	4	1	1	1	1	3	1	2	2	3	1	1	2	2	3	1	4	2	1	1	1	1	3	1	1	2	2	1	1	2	1	3	1	4	4	1	3	2	4	2	1	2	1	3	4	1	4	3	4	1	1	1	1	3	1	1	1	2	3	3	1	1	4	2	4	2	1	3	1	1	1	1	3	3	4	1
"94"	2	1	1	1	2	3	1	4	2	1	4	2	2	2	2	3	1	4	1	1	3	1	2	2	1	2	1	1	1	1	1	2	1	3	4	1	1	1	3	2	2	2	1	1	2	1	1	3	1	2	1	1	1	2	1	1	1	1	2	1	3	4	2	3	1	1	2	2	1	4	3	1	1	2	1	1	2	2	2	1	3	1	4	3	3	1	1	4	2	1	3	2	2	3	2	2	4	1	1	1
"95"	4	1	2	2	4	2	1	4	2	1	2	1	1	2	1	2	1	1	4	2	1	4	2	4	1	1	1	1	1	1	2	1	1	2	1	4	1	1	1	1	3	1	1	2	3	1	4	1	1	1	2	2	1	2	1	2	1	2	2	4	3	1	1	1	2	2	4	1	1	1	1	3	4	1	2	4	1	1	2	1	2	2	1	1	2	1	1	1	3	1	1	3	2	1	1	2	1	2	2	1
"96"	1	1	1	1	2	4	1	2	4	1	3	1	4	1	1	1	1	2	1	1	3	2	2	2	1	1	1	1	1	1	2	2	1	4	1	1	2	1	1	2	1	1	1	2	3	1	4	1	4	2	2	1	1	2	1	3	1	2	3	1	1	2	1	1	2	1	1	4	4	2	4	4	1	1	1	1	1	4	1	3	1	1	3	3	1	1	1	3	4	1	4	2	4	1	1	1	1	1	1	1
"97"	1	2	1	1	1	2	1	1	2	1	3	2	4	4	2	3	1	1	1	1	4	1	2	3	1	1	1	1	4	1	1	2	1	4	1	2	4	4	1	2	3	2	1	1	2	2	2	1	3	3	1	1	1	2	2	1	1	1	2	1	1	4	2	3	1	3	1	2	1	1	2	2	4	1	3	3	1	2	1	2	2	1	4	1	2	1	4	2	3	1	1	2	1	1	1	2	1	4	2	1
"98"	2	1	2	2	3	3	1	2	1	1	1	1	4	1	1	1	1	2	4	1	4	3	2	3	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	4	3	1	1	1	2	2	1	2	2	1	2	1	2	1	2	3	1	4	1	2	2	2	2	3	2	1	3	2	1	1	4	1	2	1	1	2	1	4	1	2	1	1	2	4	2	1	1	2	3	1	3	1	1	4	1
"99"	4	2	3	4	2	2	1	1	1	1	3	3	4	2	2	1	3	1	1	1	1	1	2	4	1	1	1	1	1	4	2	4	1	3	1	1	4	2	2	1	3	2	1	1	2	1	2	1	1	1	2	2	1	2	1	1	1	1	2	4	1	4	3	3	1	2	1	2	1	3	4	2	4	3	2	3	4	1	2	1	3	2	1	1	1	1	3	1	3	2	1	1	1	1	3	3	3	2	2	1
"100"	4	2	2	1	2	1	1	4	1	1	3	1	4	1	2	3	1	3	1	1	1	1	1	3	1	2	2	1	1	4	1	1	1	1	1	3	4	3	3	2	3	2	1	2	2	1	3	2	1	1	2	1	1	1	1	1	1	2	3	1	3	1	4	3	1	4	1	2	3	1	4	1	1	2	4	1	1	4	1	4	3	1	3	2	2	1	1	1	1	2	1	3	1	2	4	1	1	3	4	1
"101"	1	4	2	1	2	3	1	1	2	1	1	1	1	2	4	1	4	3	1	1	4	1	2	1	4	1	1	1	1	2	1	1	4	3	2	1	1	2	1	1	3	4	1	1	4	2	4	1	4	2	1	1	1	2	1	1	1	1	1	1	3	4	1	1	1	3	1	2	3	3	1	3	1	3	1	3	1	2	2	1	2	4	3	4	1	1	1	1	1	2	1	3	2	1	1	2	1	1	2	2
"102"	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	3	1	1	4	1	4	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	4	4	3	2	3	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	3	1	2	1	3	4	4	2	4	1	4	3	2	1	1	3	2	1	1	1	2	1	1	1	1	1	1	4	2	1	1	3	2	1	4	1	3	1	1	2
"103"	1	1	3	2	4	2	1	2	4	1	2	1	4	1	1	4	1	1	1	2	1	1	2	4	1	1	1	1	1	1	1	3	1	2	1	1	4	2	1	2	3	1	2	2	1	1	1	1	2	2	2	1	1	4	2	2	1	4	2	4	3	4	1	1	1	1	1	4	1	1	4	1	1	1	2	1	2	1	1	1	4	1	4	1	1	1	2	4	3	1	1	2	1	1	4	1	3	2	1	2
"104"	2	1	1	2	1	1	1	1	4	3	4	1	3	2	2	2	2	1	2	1	2	2	2	2	3	1	1	1	2	2	1	4	4	4	1	2	1	2	1	2	3	1	1	1	2	1	3	1	4	1	2	1	1	2	1	1	1	1	4	4	3	1	2	1	2	2	3	2	4	1	1	1	1	2	1	2	1	1	2	1	2	1	3	1	4	1	1	1	3	4	3	4	1	2	1	2	1	4	4	1
"105"	1	4	2	3	2	1	1	1	2	1	3	3	4	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	2	2	3	2	3	4	1	1	2	2	1	1	4	3	1	2	1	2	1	1	1	2	1	2	1	2	1	3	2	1	1	2	4	1	1	4	3	2	1	4	1	1	2	3	2	2	2	1	2	1	3	2	4	1	1	2	1	4	4	2	1	2	4	1
"106"	2	1	1	1	4	3	1	1	4	1	2	1	2	1	1	1	1	1	4	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	4	1	1	3	1	4	2	3	4	2	1	1	2	3	1	1	3	3	1	1	1	3	4	3	3	1	2	1	2	1	3	1	3	4	3	4	1	2	1	1	4	1	3	2	2	1	1	1	1	1	1	2	2	1	1	4	1	1	4	3	1	3	1
"107"	2	2	2	4	4	1	1	2	1	1	1	2	1	2	2	1	1	1	4	1	4	2	3	1	2	3	1	2	1	2	1	1	1	2	1	1	2	2	2	1	3	3	1	2	2	1	2	1	4	1	2	2	1	2	2	3	1	1	3	1	3	1	1	2	1	2	4	1	4	1	1	1	2	1	1	1	1	2	2	1	2	2	1	3	3	1	2	1	2	1	1	1	1	4	1	1	1	2	2	1
"108"	4	2	1	2	3	2	1	1	3	1	3	2	4	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	3	1	3	1	2	1	1	2	1	3	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	3	1	2	1	2	1	1	4	2	1	2	1	3	2	1	1	1	2	1	1	4	1	1	4	1	3	1	1	1	1	4	1	2	4	1	4	1
"109"	4	1	3	1	2	1	1	2	4	1	3	1	4	4	1	4	2	1	1	1	3	2	2	3	4	1	1	1	1	4	2	2	2	3	1	1	2	4	2	1	3	2	2	2	2	1	4	1	4	1	1	2	1	1	1	2	1	1	4	1	1	2	2	2	2	4	3	2	1	1	3	3	3	3	1	1	3	1	1	1	3	2	1	1	4	1	1	1	4	1	1	1	4	4	4	2	1	3	1	1
"110"	4	4	2	2	1	1	1	1	2	1	2	3	4	1	1	1	2	1	4	1	1	1	2	2	4	1	1	1	1	3	1	2	4	3	1	1	4	2	1	1	3	3	1	1	2	1	4	2	3	2	4	4	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	4	3	1	4	3	1	1	2	1	1	1	1	1	1	1	1	1	3	1	3	2	2	1	1	2	1	1	4	2	1	3	4	1
"111"	1	1	2	3	4	1	1	4	4	1	1	1	1	1	2	3	1	1	3	1	2	1	1	3	1	1	1	1	2	1	2	2	1	1	2	1	3	1	2	2	4	2	1	1	1	1	4	1	4	1	1	1	1	3	4	2	1	1	2	4	3	4	1	1	4	4	2	1	1	1	4	3	1	4	1	4	1	4	3	1	1	1	1	1	1	1	1	1	4	2	1	2	2	1	1	1	4	1	3	1
"112"	4	2	1	1	3	2	1	1	4	3	3	2	4	1	1	2	4	1	4	2	1	1	3	3	1	4	1	1	1	1	1	1	1	2	1	4	1	1	4	1	4	3	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	4	3	1	1	3	4	3	1	4	3	1	4	2	1	1	1	2	1	1	2	1	2	2	4	1	4	1	4	1	3	1	1	3	4	1	1	2	1	4	2	1
"113"	1	1	2	2	3	4	1	2	1	1	3	1	2	2	1	1	1	2	4	2	1	3	1	3	1	1	1	1	1	1	1	1	4	2	1	1	2	4	1	1	4	2	3	1	1	1	1	1	2	1	2	2	1	2	3	3	1	2	2	4	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	4	1	1	1	3	2	1	1	3	1	1	1	4	2	1	1	2	4	1	2	1	1	2	1
"114"	1	1	1	1	4	1	1	4	1	1	2	1	2	2	2	1	1	4	4	2	3	1	2	4	1	1	1	3	1	1	3	4	1	4	2	3	4	2	1	1	3	2	1	1	2	1	4	1	1	1	2	2	1	1	3	2	1	1	2	3	1	2	1	1	1	3	1	2	1	1	4	1	2	2	1	4	3	4	1	1	2	1	4	1	4	1	1	4	3	2	1	2	1	4	4	1	1	4	1	4
"115"	1	2	2	1	4	2	1	2	1	1	3	1	2	1	1	2	1	3	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	3	1	1	4	3	3	2	3	4	1	1	1	1	1	1	2	2	1	3	1	2	1	2	1	1	2	1	3	4	2	3	1	2	1	4	1	1	1	1	3	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	4	2	4	1
"116"	1	3	2	1	3	4	1	1	4	3	2	1	2	1	1	1	2	3	1	1	4	2	4	4	1	2	1	1	1	1	1	2	1	1	1	2	4	1	1	2	2	1	2	1	2	1	4	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	4	2	1	1	2	2	1	1	1	1	1	4	1	1	3	1	3	1	1	1	1	4	2	2	1	3	2	2	4	2	1	3	2	4
"117"	4	2	2	4	2	1	1	1	4	1	1	1	2	2	3	4	1	3	1	1	1	1	4	1	2	1	1	2	2	1	1	2	2	1	3	2	4	1	1	1	3	1	1	1	2	1	4	2	1	1	4	2	1	4	2	3	1	1	2	1	3	1	1	3	2	1	1	4	1	1	4	2	3	2	4	3	4	4	1	1	3	1	3	3	1	1	4	2	2	2	1	2	1	2	1	2	1	1	1	1
"118"	1	1	4	1	2	2	1	1	1	3	1	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	3	1	4	2	1	1	3	1	1	4	1	3	2	3	2	2	1	3	1	2	1	1	2	3	1	1	4	4	1	1	2	2	1	3	2	3	3	1	2	1	3	3	1	1	1	1	1	1	3	1	1	1	1	2	1	3	1	3	1	1	2	2	1	1	1	1	4	3	1	4	2	2	2
"119"	1	2	2	3	1	1	1	2	2	3	1	2	4	2	1	1	2	1	2	1	4	3	1	2	1	1	1	1	1	3	2	1	2	2	1	3	4	2	1	2	3	3	1	4	2	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2	4	4	1	1	1	1	1	1	1	3	1	3	1	1	3	1	1	1	2	1	2	4	3	1	1	3	1	1	3	1	1	1	1	1
"120"	3	2	3	1	1	1	1	2	4	1	2	3	1	1	1	1	1	3	4	4	2	1	2	2	1	2	1	1	1	1	1	4	1	2	1	2	2	3	1	2	1	2	1	1	1	1	4	1	1	2	2	1	1	2	1	1	1	1	2	4	1	4	2	1	2	2	1	2	1	1	4	3	4	2	1	1	1	4	1	1	2	1	2	1	1	1	4	2	4	1	1	3	1	1	3	1	2	3	2	1
"121"	3	1	4	3	4	1	1	2	4	1	3	1	1	4	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	2	2	2	3	1	1	1	2	3	1	1	2	2	4	2	1	2	4	1	4	2	1	1	1	1	1	1	1	1	4	4	1	1	1	1	2	2	1	2	1	1	4	4	1	1	2	4	1	1	2	1	2	2	1	3	1	1	2	2	4	2	1	2	1	1	1	1	1	2	1	1
"122"	1	2	1	1	2	1	1	2	2	1	3	3	2	1	1	2	1	3	1	1	4	1	2	4	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	4	3	1	1	2	1	3	1	1	2	1	1	1	1	1	2	1	1	4	4	1	4	3	3	2	3	1	2	2	1	2	1	1	1	1	2	1	3	1	1	1	2	4	3	1	1	3	1	4	2	3	3	1	1	1	4	1	1	2	2
"123"	1	1	2	1	4	1	1	2	2	1	1	1	4	4	2	1	1	2	4	2	1	2	1	2	4	2	1	1	1	2	2	2	1	4	1	2	1	4	1	2	3	1	1	2	1	1	3	1	1	4	2	2	1	2	4	1	1	3	4	4	1	2	4	1	2	1	2	2	1	1	2	1	3	1	3	3	1	3	1	2	2	2	3	3	1	1	1	2	4	1	1	1	2	1	1	2	1	2	1	1
"124"	1	1	3	3	4	2	1	1	4	3	1	2	1	2	1	1	2	1	1	1	4	2	2	4	1	1	1	1	2	4	1	2	1	3	1	2	1	1	1	2	3	1	1	2	2	1	4	1	1	2	2	1	1	2	1	1	1	3	4	4	2	2	1	2	2	1	1	4	1	1	4	2	1	4	1	2	1	2	1	1	2	1	1	3	3	1	1	2	4	2	1	1	2	2	1	2	1	2	3	1
"125"	4	1	3	1	3	2	1	2	1	3	1	1	1	1	2	1	1	1	1	1	4	1	2	1	4	1	1	4	1	4	1	2	1	2	2	1	4	1	1	2	4	4	2	1	2	2	4	1	1	2	1	1	1	1	3	1	1	1	2	1	3	1	1	1	2	2	1	2	3	1	2	1	1	1	1	1	1	2	1	1	2	1	3	1	4	1	1	2	2	1	1	2	2	3	1	1	3	2	1	1
"126"	3	1	1	4	4	2	1	2	4	1	2	2	2	3	3	3	1	3	1	1	1	1	2	4	2	1	1	1	1	1	2	2	1	1	1	1	4	2	2	1	4	1	1	1	2	1	2	2	4	2	2	4	1	2	1	1	1	1	1	4	1	4	1	1	2	2	1	2	2	1	4	3	3	1	1	3	1	2	1	3	1	1	4	1	3	1	1	4	3	2	1	3	1	1	1	2	1	3	1	1
"127"	3	1	2	1	1	1	1	2	4	3	3	1	2	2	2	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1	1	3	1	4	1	1	1	3	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	3	2	1	1	2	2	1	1	3	1	2	1	1	2	1	1	1	2	1	4	3	2	1	2	1	3	2	1	2	1	1	1	4	3	2	4	1
"128"	4	2	2	2	2	1	1	4	4	1	1	1	3	2	1	4	1	1	3	1	1	1	2	1	2	2	1	1	1	2	3	1	1	1	1	1	4	2	1	1	3	2	1	2	2	1	3	2	1	1	1	4	1	3	1	3	3	2	2	1	1	2	1	2	1	2	4	2	3	1	4	2	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	2	1	2	1	1	1	4	4	1	4	1
"129"	4	4	2	2	2	4	1	3	2	1	2	3	4	1	2	3	1	3	3	1	2	1	2	2	1	1	1	1	1	4	4	2	1	2	1	4	4	2	3	1	3	2	4	2	3	1	2	1	2	2	2	1	1	1	1	1	1	2	1	4	3	2	2	2	1	1	1	3	4	1	1	1	1	2	1	3	2	3	3	3	2	2	4	3	1	1	1	1	2	2	1	1	2	4	4	1	1	4	4	1
